"date","fomc_w_floor","fomc_w_plus","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6"
2015-08-06,1,2,0,0,0,0,0,1,0
2015-08-07,1,2,0,0,0,0,0,1,0
2015-08-08,1,2,0,0,0,0,0,1,0
2015-08-09,1,2,0,0,0,0,0,1,0
2015-08-10,1,2,0,0,0,0,0,1,0
2015-08-11,2,3,0,0,0,0,1,0,0
2015-08-12,2,3,0,0,0,0,1,0,0
2015-08-13,2,3,0,0,0,0,1,0,0
2015-08-14,2,3,0,0,0,0,1,0,0
2015-08-15,2,3,0,0,0,0,1,0,0
2015-08-16,2,3,0,0,0,0,1,0,0
2015-08-17,2,3,0,0,0,0,1,0,0
2015-08-18,3,4,0,0,0,1,0,0,0
2015-08-19,3,4,0,0,0,1,0,0,0
2015-08-20,3,4,0,0,0,1,0,0,0
2015-08-21,3,4,0,0,0,1,0,0,0
2015-08-22,3,4,0,0,0,1,0,0,0
2015-08-23,3,4,0,0,0,1,0,0,0
2015-08-24,3,4,0,0,0,1,0,0,0
2015-08-25,4,5,0,0,1,0,0,0,0
2015-08-26,4,5,0,0,1,0,0,0,0
2015-08-27,4,5,0,0,1,0,0,0,0
2015-08-28,4,5,0,0,1,0,0,0,0
2015-08-29,4,5,0,0,1,0,0,0,0
2015-08-30,4,5,0,0,1,0,0,0,0
2015-08-31,4,5,0,0,1,0,0,0,0
2015-09-01,5,6,0,1,0,0,0,0,0
2015-09-02,5,6,0,1,0,0,0,0,0
2015-09-03,5,6,0,1,0,0,0,0,0
2015-09-04,5,6,0,1,0,0,0,0,0
2015-09-05,5,6,0,1,0,0,0,0,0
2015-09-06,5,6,0,1,0,0,0,0,0
2015-09-07,5,6,0,1,0,0,0,0,0
2015-09-08,6,7,1,0,0,0,0,0,0
2015-09-09,6,7,1,0,0,0,0,0,0
2015-09-10,6,7,1,0,0,0,0,0,0
2015-09-11,6,7,1,0,0,0,0,0,0
2015-09-12,6,7,1,0,0,0,0,0,0
2015-09-13,6,7,1,0,0,0,0,0,0
2015-09-14,6,7,1,0,0,0,0,0,0
2015-09-15,7,8,0,0,0,0,0,0,0
2015-09-16,0,1,0,0,0,0,0,0,1
2015-09-17,0,1,0,0,0,0,0,0,1
2015-09-18,0,1,0,0,0,0,0,0,1
2015-09-19,0,1,0,0,0,0,0,0,1
2015-09-20,0,1,0,0,0,0,0,0,1
2015-09-21,0,1,0,0,0,0,0,0,1
2015-09-22,0,1,0,0,0,0,0,0,1
2015-09-23,1,2,0,0,0,0,0,1,0
2015-09-24,1,2,0,0,0,0,0,1,0
2015-09-25,1,2,0,0,0,0,0,1,0
2015-09-26,1,2,0,0,0,0,0,1,0
2015-09-27,1,2,0,0,0,0,0,1,0
2015-09-28,1,2,0,0,0,0,0,1,0
2015-09-29,1,2,0,0,0,0,0,1,0
2015-09-30,2,3,0,0,0,0,1,0,0
2015-10-01,2,3,0,0,0,0,1,0,0
2015-10-02,2,3,0,0,0,0,1,0,0
2015-10-03,2,3,0,0,0,0,1,0,0
2015-10-04,2,3,0,0,0,0,1,0,0
2015-10-05,2,3,0,0,0,0,1,0,0
2015-10-06,2,3,0,0,0,0,1,0,0
2015-10-07,3,4,0,0,0,1,0,0,0
2015-10-08,3,4,0,0,0,1,0,0,0
2015-10-09,3,4,0,0,0,1,0,0,0
2015-10-10,3,4,0,0,0,1,0,0,0
2015-10-11,3,4,0,0,0,1,0,0,0
2015-10-12,3,4,0,0,0,1,0,0,0
2015-10-13,3,4,0,0,0,1,0,0,0
2015-10-14,4,5,0,0,1,0,0,0,0
2015-10-15,4,5,0,0,1,0,0,0,0
2015-10-16,4,5,0,0,1,0,0,0,0
2015-10-17,4,5,0,0,1,0,0,0,0
2015-10-18,4,5,0,0,1,0,0,0,0
2015-10-19,4,5,0,0,1,0,0,0,0
2015-10-20,4,5,0,0,1,0,0,0,0
2015-10-21,5,6,0,1,0,0,0,0,0
2015-10-22,5,6,0,1,0,0,0,0,0
2015-10-23,5,6,0,1,0,0,0,0,0
2015-10-24,5,6,0,1,0,0,0,0,0
2015-10-25,5,6,0,1,0,0,0,0,0
2015-10-26,5,6,0,1,0,0,0,0,0
2015-10-27,0,1,0,0,0,0,0,0,1
2015-10-28,0,1,0,0,0,0,0,0,1
2015-10-29,0,1,0,0,0,0,0,0,1
2015-10-30,0,1,0,0,0,0,0,0,1
2015-10-31,0,1,0,0,0,0,0,0,1
2015-11-01,0,1,0,0,0,0,0,0,1
2015-11-02,0,1,0,0,0,0,0,0,1
2015-11-03,1,2,0,0,0,0,0,1,0
2015-11-04,1,2,0,0,0,0,0,1,0
2015-11-05,1,2,0,0,0,0,0,1,0
2015-11-06,1,2,0,0,0,0,0,1,0
2015-11-07,1,2,0,0,0,0,0,1,0
2015-11-08,1,2,0,0,0,0,0,1,0
2015-11-09,1,2,0,0,0,0,0,1,0
2015-11-10,2,3,0,0,0,0,1,0,0
2015-11-11,2,3,0,0,0,0,1,0,0
2015-11-12,2,3,0,0,0,0,1,0,0
2015-11-13,2,3,0,0,0,0,1,0,0
2015-11-14,2,3,0,0,0,0,1,0,0
2015-11-15,2,3,0,0,0,0,1,0,0
2015-11-16,2,3,0,0,0,0,1,0,0
2015-11-17,3,4,0,0,0,1,0,0,0
2015-11-18,3,4,0,0,0,1,0,0,0
2015-11-19,3,4,0,0,0,1,0,0,0
2015-11-20,3,4,0,0,0,1,0,0,0
2015-11-21,3,4,0,0,0,1,0,0,0
2015-11-22,3,4,0,0,0,1,0,0,0
2015-11-23,3,4,0,0,0,1,0,0,0
2015-11-24,4,5,0,0,1,0,0,0,0
2015-11-25,4,5,0,0,1,0,0,0,0
2015-11-26,4,5,0,0,1,0,0,0,0
2015-11-27,4,5,0,0,1,0,0,0,0
2015-11-28,4,5,0,0,1,0,0,0,0
2015-11-29,4,5,0,0,1,0,0,0,0
2015-11-30,4,5,0,0,1,0,0,0,0
2015-12-01,5,6,0,1,0,0,0,0,0
2015-12-02,5,6,0,1,0,0,0,0,0
2015-12-03,5,6,0,1,0,0,0,0,0
2015-12-04,5,6,0,1,0,0,0,0,0
2015-12-05,5,6,0,1,0,0,0,0,0
2015-12-06,5,6,0,1,0,0,0,0,0
2015-12-07,5,6,0,1,0,0,0,0,0
2015-12-08,6,7,1,0,0,0,0,0,0
2015-12-09,6,7,1,0,0,0,0,0,0
2015-12-10,6,7,1,0,0,0,0,0,0
2015-12-11,6,7,1,0,0,0,0,0,0
2015-12-12,6,7,1,0,0,0,0,0,0
2015-12-13,6,7,1,0,0,0,0,0,0
2015-12-14,6,7,1,0,0,0,0,0,0
2015-12-15,0,1,0,0,0,0,0,0,1
2015-12-16,0,1,0,0,0,0,0,0,1
2015-12-17,0,1,0,0,0,0,0,0,1
2015-12-18,0,1,0,0,0,0,0,0,1
2015-12-19,0,1,0,0,0,0,0,0,1
2015-12-20,0,1,0,0,0,0,0,0,1
2015-12-21,0,1,0,0,0,0,0,0,1
2015-12-22,1,2,0,0,0,0,0,1,0
2015-12-23,1,2,0,0,0,0,0,1,0
2015-12-24,1,2,0,0,0,0,0,1,0
2015-12-25,1,2,0,0,0,0,0,1,0
2015-12-26,1,2,0,0,0,0,0,1,0
2015-12-27,1,2,0,0,0,0,0,1,0
2015-12-28,1,2,0,0,0,0,0,1,0
2015-12-29,2,3,0,0,0,0,1,0,0
2015-12-30,2,3,0,0,0,0,1,0,0
2015-12-31,2,3,0,0,0,0,1,0,0
2016-01-01,2,3,0,0,0,0,1,0,0
2016-01-02,2,3,0,0,0,0,1,0,0
2016-01-03,2,3,0,0,0,0,1,0,0
2016-01-04,2,3,0,0,0,0,1,0,0
2016-01-05,3,4,0,0,0,1,0,0,0
2016-01-06,3,4,0,0,0,1,0,0,0
2016-01-07,3,4,0,0,0,1,0,0,0
2016-01-08,3,4,0,0,0,1,0,0,0
2016-01-09,3,4,0,0,0,1,0,0,0
2016-01-10,3,4,0,0,0,1,0,0,0
2016-01-11,3,4,0,0,0,1,0,0,0
2016-01-12,4,5,0,0,1,0,0,0,0
2016-01-13,4,5,0,0,1,0,0,0,0
2016-01-14,4,5,0,0,1,0,0,0,0
2016-01-15,4,5,0,0,1,0,0,0,0
2016-01-16,4,5,0,0,1,0,0,0,0
2016-01-17,4,5,0,0,1,0,0,0,0
2016-01-18,4,5,0,0,1,0,0,0,0
2016-01-19,5,6,0,1,0,0,0,0,0
2016-01-20,5,6,0,1,0,0,0,0,0
2016-01-21,5,6,0,1,0,0,0,0,0
2016-01-22,5,6,0,1,0,0,0,0,0
2016-01-23,5,6,0,1,0,0,0,0,0
2016-01-24,5,6,0,1,0,0,0,0,0
2016-01-25,5,6,0,1,0,0,0,0,0
2016-01-26,0,1,0,0,0,0,0,0,1
2016-01-27,0,1,0,0,0,0,0,0,1
2016-01-28,0,1,0,0,0,0,0,0,1
2016-01-29,0,1,0,0,0,0,0,0,1
2016-01-30,0,1,0,0,0,0,0,0,1
2016-01-31,0,1,0,0,0,0,0,0,1
2016-02-01,0,1,0,0,0,0,0,0,1
2016-02-02,1,2,0,0,0,0,0,1,0
2016-02-03,1,2,0,0,0,0,0,1,0
2016-02-04,1,2,0,0,0,0,0,1,0
2016-02-05,1,2,0,0,0,0,0,1,0
2016-02-06,1,2,0,0,0,0,0,1,0
2016-02-07,1,2,0,0,0,0,0,1,0
2016-02-08,1,2,0,0,0,0,0,1,0
2016-02-09,2,3,0,0,0,0,1,0,0
2016-02-10,2,3,0,0,0,0,1,0,0
2016-02-11,2,3,0,0,0,0,1,0,0
2016-02-12,2,3,0,0,0,0,1,0,0
2016-02-13,2,3,0,0,0,0,1,0,0
2016-02-14,2,3,0,0,0,0,1,0,0
2016-02-15,2,3,0,0,0,0,1,0,0
2016-02-16,3,4,0,0,0,1,0,0,0
2016-02-17,3,4,0,0,0,1,0,0,0
2016-02-18,3,4,0,0,0,1,0,0,0
2016-02-19,3,4,0,0,0,1,0,0,0
2016-02-20,3,4,0,0,0,1,0,0,0
2016-02-21,3,4,0,0,0,1,0,0,0
2016-02-22,3,4,0,0,0,1,0,0,0
2016-02-23,4,5,0,0,1,0,0,0,0
2016-02-24,4,5,0,0,1,0,0,0,0
2016-02-25,4,5,0,0,1,0,0,0,0
2016-02-26,4,5,0,0,1,0,0,0,0
2016-02-27,4,5,0,0,1,0,0,0,0
2016-02-28,4,5,0,0,1,0,0,0,0
2016-02-29,4,5,0,0,1,0,0,0,0
2016-03-01,5,6,0,1,0,0,0,0,0
2016-03-02,5,6,0,1,0,0,0,0,0
2016-03-03,5,6,0,1,0,0,0,0,0
2016-03-04,5,6,0,1,0,0,0,0,0
2016-03-05,5,6,0,1,0,0,0,0,0
2016-03-06,5,6,0,1,0,0,0,0,0
2016-03-07,5,6,0,1,0,0,0,0,0
2016-03-08,6,7,1,0,0,0,0,0,0
2016-03-09,6,7,1,0,0,0,0,0,0
2016-03-10,6,7,1,0,0,0,0,0,0
2016-03-11,6,7,1,0,0,0,0,0,0
2016-03-12,6,7,1,0,0,0,0,0,0
2016-03-13,6,7,1,0,0,0,0,0,0
2016-03-14,6,7,1,0,0,0,0,0,0
2016-03-15,0,1,0,0,0,0,0,0,1
2016-03-16,0,1,0,0,0,0,0,0,1
2016-03-17,0,1,0,0,0,0,0,0,1
2016-03-18,0,1,0,0,0,0,0,0,1
2016-03-19,0,1,0,0,0,0,0,0,1
2016-03-20,0,1,0,0,0,0,0,0,1
2016-03-21,0,1,0,0,0,0,0,0,1
2016-03-22,1,2,0,0,0,0,0,1,0
2016-03-23,1,2,0,0,0,0,0,1,0
2016-03-24,1,2,0,0,0,0,0,1,0
2016-03-25,1,2,0,0,0,0,0,1,0
2016-03-26,1,2,0,0,0,0,0,1,0
2016-03-27,1,2,0,0,0,0,0,1,0
2016-03-28,1,2,0,0,0,0,0,1,0
2016-03-29,2,3,0,0,0,0,1,0,0
2016-03-30,2,3,0,0,0,0,1,0,0
2016-03-31,2,3,0,0,0,0,1,0,0
2016-04-01,2,3,0,0,0,0,1,0,0
2016-04-02,2,3,0,0,0,0,1,0,0
2016-04-03,2,3,0,0,0,0,1,0,0
2016-04-04,2,3,0,0,0,0,1,0,0
2016-04-05,3,4,0,0,0,1,0,0,0
2016-04-06,3,4,0,0,0,1,0,0,0
2016-04-07,3,4,0,0,0,1,0,0,0
2016-04-08,3,4,0,0,0,1,0,0,0
2016-04-09,3,4,0,0,0,1,0,0,0
2016-04-10,3,4,0,0,0,1,0,0,0
2016-04-11,3,4,0,0,0,1,0,0,0
2016-04-12,4,5,0,0,1,0,0,0,0
2016-04-13,4,5,0,0,1,0,0,0,0
2016-04-14,4,5,0,0,1,0,0,0,0
2016-04-15,4,5,0,0,1,0,0,0,0
2016-04-16,4,5,0,0,1,0,0,0,0
2016-04-17,4,5,0,0,1,0,0,0,0
2016-04-18,4,5,0,0,1,0,0,0,0
2016-04-19,5,6,0,1,0,0,0,0,0
2016-04-20,5,6,0,1,0,0,0,0,0
2016-04-21,5,6,0,1,0,0,0,0,0
2016-04-22,5,6,0,1,0,0,0,0,0
2016-04-23,5,6,0,1,0,0,0,0,0
2016-04-24,5,6,0,1,0,0,0,0,0
2016-04-25,5,6,0,1,0,0,0,0,0
2016-04-26,0,1,0,0,0,0,0,0,1
2016-04-27,0,1,0,0,0,0,0,0,1
2016-04-28,0,1,0,0,0,0,0,0,1
2016-04-29,0,1,0,0,0,0,0,0,1
2016-04-30,0,1,0,0,0,0,0,0,1
2016-05-01,0,1,0,0,0,0,0,0,1
2016-05-02,0,1,0,0,0,0,0,0,1
2016-05-03,1,2,0,0,0,0,0,1,0
2016-05-04,1,2,0,0,0,0,0,1,0
2016-05-05,1,2,0,0,0,0,0,1,0
2016-05-06,1,2,0,0,0,0,0,1,0
2016-05-07,1,2,0,0,0,0,0,1,0
2016-05-08,1,2,0,0,0,0,0,1,0
2016-05-09,1,2,0,0,0,0,0,1,0
2016-05-10,2,3,0,0,0,0,1,0,0
2016-05-11,2,3,0,0,0,0,1,0,0
2016-05-12,2,3,0,0,0,0,1,0,0
2016-05-13,2,3,0,0,0,0,1,0,0
2016-05-14,2,3,0,0,0,0,1,0,0
2016-05-15,2,3,0,0,0,0,1,0,0
2016-05-16,2,3,0,0,0,0,1,0,0
2016-05-17,3,4,0,0,0,1,0,0,0
2016-05-18,3,4,0,0,0,1,0,0,0
2016-05-19,3,4,0,0,0,1,0,0,0
2016-05-20,3,4,0,0,0,1,0,0,0
2016-05-21,3,4,0,0,0,1,0,0,0
2016-05-22,3,4,0,0,0,1,0,0,0
2016-05-23,3,4,0,0,0,1,0,0,0
2016-05-24,4,5,0,0,1,0,0,0,0
2016-05-25,4,5,0,0,1,0,0,0,0
2016-05-26,4,5,0,0,1,0,0,0,0
2016-05-27,4,5,0,0,1,0,0,0,0
2016-05-28,4,5,0,0,1,0,0,0,0
2016-05-29,4,5,0,0,1,0,0,0,0
2016-05-30,4,5,0,0,1,0,0,0,0
2016-05-31,5,6,0,1,0,0,0,0,0
2016-06-01,5,6,0,1,0,0,0,0,0
2016-06-02,5,6,0,1,0,0,0,0,0
2016-06-03,5,6,0,1,0,0,0,0,0
2016-06-04,5,6,0,1,0,0,0,0,0
2016-06-05,5,6,0,1,0,0,0,0,0
2016-06-06,5,6,0,1,0,0,0,0,0
2016-06-07,6,7,1,0,0,0,0,0,0
2016-06-08,6,7,1,0,0,0,0,0,0
2016-06-09,6,7,1,0,0,0,0,0,0
2016-06-10,6,7,1,0,0,0,0,0,0
2016-06-11,6,7,1,0,0,0,0,0,0
2016-06-12,6,7,1,0,0,0,0,0,0
2016-06-13,6,7,1,0,0,0,0,0,0
2016-06-14,0,1,0,0,0,0,0,0,1
2016-06-15,0,1,0,0,0,0,0,0,1
2016-06-16,0,1,0,0,0,0,0,0,1
2016-06-17,0,1,0,0,0,0,0,0,1
2016-06-18,0,1,0,0,0,0,0,0,1
2016-06-19,0,1,0,0,0,0,0,0,1
2016-06-20,0,1,0,0,0,0,0,0,1
2016-06-21,1,2,0,0,0,0,0,1,0
2016-06-22,1,2,0,0,0,0,0,1,0
2016-06-23,1,2,0,0,0,0,0,1,0
2016-06-24,1,2,0,0,0,0,0,1,0
2016-06-25,1,2,0,0,0,0,0,1,0
2016-06-26,1,2,0,0,0,0,0,1,0
2016-06-27,1,2,0,0,0,0,0,1,0
2016-06-28,2,3,0,0,0,0,1,0,0
2016-06-29,2,3,0,0,0,0,1,0,0
2016-06-30,2,3,0,0,0,0,1,0,0
2016-07-01,2,3,0,0,0,0,1,0,0
2016-07-02,2,3,0,0,0,0,1,0,0
2016-07-03,2,3,0,0,0,0,1,0,0
2016-07-04,2,3,0,0,0,0,1,0,0
2016-07-05,3,4,0,0,0,1,0,0,0
2016-07-06,3,4,0,0,0,1,0,0,0
2016-07-07,3,4,0,0,0,1,0,0,0
2016-07-08,3,4,0,0,0,1,0,0,0
2016-07-09,3,4,0,0,0,1,0,0,0
2016-07-10,3,4,0,0,0,1,0,0,0
2016-07-11,3,4,0,0,0,1,0,0,0
2016-07-12,4,5,0,0,1,0,0,0,0
2016-07-13,4,5,0,0,1,0,0,0,0
2016-07-14,4,5,0,0,1,0,0,0,0
2016-07-15,4,5,0,0,1,0,0,0,0
2016-07-16,4,5,0,0,1,0,0,0,0
2016-07-17,4,5,0,0,1,0,0,0,0
2016-07-18,4,5,0,0,1,0,0,0,0
2016-07-19,5,6,0,1,0,0,0,0,0
2016-07-20,5,6,0,1,0,0,0,0,0
2016-07-21,5,6,0,1,0,0,0,0,0
2016-07-22,5,6,0,1,0,0,0,0,0
2016-07-23,5,6,0,1,0,0,0,0,0
2016-07-24,5,6,0,1,0,0,0,0,0
2016-07-25,5,6,0,1,0,0,0,0,0
2016-07-26,0,1,0,0,0,0,0,0,1
2016-07-27,0,1,0,0,0,0,0,0,1
2016-07-28,0,1,0,0,0,0,0,0,1
2016-07-29,0,1,0,0,0,0,0,0,1
2016-07-30,0,1,0,0,0,0,0,0,1
2016-07-31,0,1,0,0,0,0,0,0,1
2016-08-01,0,1,0,0,0,0,0,0,1
2016-08-02,1,2,0,0,0,0,0,1,0
2016-08-03,1,2,0,0,0,0,0,1,0
2016-08-04,1,2,0,0,0,0,0,1,0
2016-08-05,1,2,0,0,0,0,0,1,0
2016-08-06,1,2,0,0,0,0,0,1,0
2016-08-07,1,2,0,0,0,0,0,1,0
2016-08-08,1,2,0,0,0,0,0,1,0
2016-08-09,2,3,0,0,0,0,1,0,0
2016-08-10,2,3,0,0,0,0,1,0,0
2016-08-11,2,3,0,0,0,0,1,0,0
2016-08-12,2,3,0,0,0,0,1,0,0
2016-08-13,2,3,0,0,0,0,1,0,0
2016-08-14,2,3,0,0,0,0,1,0,0
2016-08-15,2,3,0,0,0,0,1,0,0
2016-08-16,3,4,0,0,0,1,0,0,0
2016-08-17,3,4,0,0,0,1,0,0,0
2016-08-18,3,4,0,0,0,1,0,0,0
2016-08-19,3,4,0,0,0,1,0,0,0
2016-08-20,3,4,0,0,0,1,0,0,0
2016-08-21,3,4,0,0,0,1,0,0,0
2016-08-22,3,4,0,0,0,1,0,0,0
2016-08-23,4,5,0,0,1,0,0,0,0
2016-08-24,4,5,0,0,1,0,0,0,0
2016-08-25,4,5,0,0,1,0,0,0,0
2016-08-26,4,5,0,0,1,0,0,0,0
2016-08-27,4,5,0,0,1,0,0,0,0
2016-08-28,4,5,0,0,1,0,0,0,0
2016-08-29,4,5,0,0,1,0,0,0,0
2016-08-30,5,6,0,1,0,0,0,0,0
2016-08-31,5,6,0,1,0,0,0,0,0
2016-09-01,5,6,0,1,0,0,0,0,0
2016-09-02,5,6,0,1,0,0,0,0,0
2016-09-03,5,6,0,1,0,0,0,0,0
2016-09-04,5,6,0,1,0,0,0,0,0
2016-09-05,5,6,0,1,0,0,0,0,0
2016-09-06,6,7,1,0,0,0,0,0,0
2016-09-07,6,7,1,0,0,0,0,0,0
2016-09-08,6,7,1,0,0,0,0,0,0
2016-09-09,6,7,1,0,0,0,0,0,0
2016-09-10,6,7,1,0,0,0,0,0,0
2016-09-11,6,7,1,0,0,0,0,0,0
2016-09-12,6,7,1,0,0,0,0,0,0
2016-09-13,7,8,0,0,0,0,0,0,0
2016-09-14,7,8,0,0,0,0,0,0,0
2016-09-15,7,8,0,0,0,0,0,0,0
2016-09-16,7,8,0,0,0,0,0,0,0
2016-09-17,7,8,0,0,0,0,0,0,0
2016-09-18,7,8,0,0,0,0,0,0,0
2016-09-19,7,8,0,0,0,0,0,0,0
2016-09-20,0,1,0,0,0,0,0,0,1
2016-09-21,0,1,0,0,0,0,0,0,1
2016-09-22,0,1,0,0,0,0,0,0,1
2016-09-23,0,1,0,0,0,0,0,0,1
2016-09-24,0,1,0,0,0,0,0,0,1
2016-09-25,0,1,0,0,0,0,0,0,1
2016-09-26,0,1,0,0,0,0,0,0,1
2016-09-27,1,2,0,0,0,0,0,1,0
2016-09-28,1,2,0,0,0,0,0,1,0
2016-09-29,1,2,0,0,0,0,0,1,0
2016-09-30,1,2,0,0,0,0,0,1,0
2016-10-01,1,2,0,0,0,0,0,1,0
2016-10-02,1,2,0,0,0,0,0,1,0
2016-10-03,1,2,0,0,0,0,0,1,0
2016-10-04,2,3,0,0,0,0,1,0,0
2016-10-05,2,3,0,0,0,0,1,0,0
2016-10-06,2,3,0,0,0,0,1,0,0
2016-10-07,2,3,0,0,0,0,1,0,0
2016-10-08,2,3,0,0,0,0,1,0,0
2016-10-09,2,3,0,0,0,0,1,0,0
2016-10-10,2,3,0,0,0,0,1,0,0
2016-10-11,3,4,0,0,0,1,0,0,0
2016-10-12,3,4,0,0,0,1,0,0,0
2016-10-13,3,4,0,0,0,1,0,0,0
2016-10-14,3,4,0,0,0,1,0,0,0
2016-10-15,3,4,0,0,0,1,0,0,0
2016-10-16,3,4,0,0,0,1,0,0,0
2016-10-17,3,4,0,0,0,1,0,0,0
2016-10-18,4,5,0,0,1,0,0,0,0
2016-10-19,4,5,0,0,1,0,0,0,0
2016-10-20,4,5,0,0,1,0,0,0,0
2016-10-21,4,5,0,0,1,0,0,0,0
2016-10-22,4,5,0,0,1,0,0,0,0
2016-10-23,4,5,0,0,1,0,0,0,0
2016-10-24,4,5,0,0,1,0,0,0,0
2016-10-25,5,6,0,1,0,0,0,0,0
2016-10-26,5,6,0,1,0,0,0,0,0
2016-10-27,5,6,0,1,0,0,0,0,0
2016-10-28,5,6,0,1,0,0,0,0,0
2016-10-29,5,6,0,1,0,0,0,0,0
2016-10-30,5,6,0,1,0,0,0,0,0
2016-10-31,5,6,0,1,0,0,0,0,0
2016-11-01,0,1,0,0,0,0,0,0,1
2016-11-02,0,1,0,0,0,0,0,0,1
2016-11-03,0,1,0,0,0,0,0,0,1
2016-11-04,0,1,0,0,0,0,0,0,1
2016-11-05,0,1,0,0,0,0,0,0,1
2016-11-06,0,1,0,0,0,0,0,0,1
2016-11-07,0,1,0,0,0,0,0,0,1
2016-11-08,1,2,0,0,0,0,0,1,0
2016-11-09,1,2,0,0,0,0,0,1,0
2016-11-10,1,2,0,0,0,0,0,1,0
2016-11-11,1,2,0,0,0,0,0,1,0
2016-11-12,1,2,0,0,0,0,0,1,0
2016-11-13,1,2,0,0,0,0,0,1,0
2016-11-14,1,2,0,0,0,0,0,1,0
2016-11-15,2,3,0,0,0,0,1,0,0
2016-11-16,2,3,0,0,0,0,1,0,0
2016-11-17,2,3,0,0,0,0,1,0,0
2016-11-18,2,3,0,0,0,0,1,0,0
2016-11-19,2,3,0,0,0,0,1,0,0
2016-11-20,2,3,0,0,0,0,1,0,0
2016-11-21,2,3,0,0,0,0,1,0,0
2016-11-22,3,4,0,0,0,1,0,0,0
2016-11-23,3,4,0,0,0,1,0,0,0
2016-11-24,3,4,0,0,0,1,0,0,0
2016-11-25,3,4,0,0,0,1,0,0,0
2016-11-26,3,4,0,0,0,1,0,0,0
2016-11-27,3,4,0,0,0,1,0,0,0
2016-11-28,3,4,0,0,0,1,0,0,0
2016-11-29,4,5,0,0,1,0,0,0,0
2016-11-30,4,5,0,0,1,0,0,0,0
2016-12-01,4,5,0,0,1,0,0,0,0
2016-12-02,4,5,0,0,1,0,0,0,0
2016-12-03,4,5,0,0,1,0,0,0,0
2016-12-04,4,5,0,0,1,0,0,0,0
2016-12-05,4,5,0,0,1,0,0,0,0
2016-12-06,5,6,0,1,0,0,0,0,0
2016-12-07,5,6,0,1,0,0,0,0,0
2016-12-08,5,6,0,1,0,0,0,0,0
2016-12-09,5,6,0,1,0,0,0,0,0
2016-12-10,5,6,0,1,0,0,0,0,0
2016-12-11,5,6,0,1,0,0,0,0,0
2016-12-12,5,6,0,1,0,0,0,0,0
